327 13156 58179
0 0     5.955828e+02 2.005725e+02
161 1413     -2.309747e+01 -4.625923e+02
161 3449     -5.337561e+02 -1.305996e+02
161 9084     -2.103970e+02 -9.879016e+01
161 1402     -3.700689e+02 -1.173929e+02
161 6474     4.232939e+02 -1.107774e+02
161 6067     6.149828e+02 -1.345173e+02
161 1406     3.392557e+02 -1.375144e+02
161 9312     -4.262397e+02 -1.608677e+02
161 11136     -6.065992e+02 -1.671143e+02
161 1106     -5.511749e+01 -1.692623e+02
161 1401     6.262268e+01 -8.621838e+01
161 11137     7.694758e+02 -1.029590e+01
161 6914     1.813808e+02 1.677448e+01
161 11138     5.644430e+02 3.655359e+01
161 11139     -5.898827e+02 -5.325425e+02
161 2697     3.687402e+02 7.332538e+01
161 2897     6.199540e+02 -5.289050e+02
161 1093     8.871698e+01 -4.126839e+02
161 546     5.546566e+02 -4.043433e+02
161 2753     -5.398549e+02 -4.029810e+02
161 1468     6.267599e+02 -4.007020e+02
161 20     -5.033258e+02 -3.929317e+02
161 1420     -8.694257e+01 -1.802151e+02
161 1115     3.176783e+02 -3.400092e+02
161 3459     -5.961527e+02 -3.421730e+02
161 1450     6.688702e+02 -3.373760e+02
161 48     3.705513e+02 -2.514924e+02
161 1446     2.950502e+02 -2.472891e+02
161 32     -3.836619e+02 -2.485485e+02
161 6343     -4.210924e+02 -2.218173e+02
161 1443     -7.493457e+01 -5.025790e+02
161 6468     2.503267e+02 -2.209136e+02
161 2718     3.220605e+01 -2.248560e+02
161 155     5.041846e+02 -2.241819e+02
161 1127     -7.265057e+01 -2.426081e+02
161 124     3.955074e+02 -2.832225e+02
161 86     7.559448e+02 -2.561328e+02
161 1116     1.696170e+02 -2.728765e+02
161 1117     2.313340e+02 -2.752639e+02
161 1118     2.889789e+02 -2.774835e+02
161 90     6.878873e+02 -2.122372e+02
161 1534     -5.766192e+02 -1.912098e+02
161 81     6.672700e+02 -1.547177e+02
161 7744     4.881296e+02 -1.544195e+02
161 2720     5.876599e+01 -1.257887e+02
161 9085     -1.658954e+02 -1.187060e+02
161 5221     5.843281e+02 -1.153721e+02
161 6348     6.286191e+02 -9.183942e+01
161 9102     3.232721e+02 4.965808e+01
161 1177     5.554440e+02 -4.895164e+02
161 5573     -2.621184e+02 -3.822933e+02
161 3463     -4.673707e+02 -1.011893e+02
161 623     6.894714e+02 -5.584464e+02
161 1463     4.578646e+02 -5.485842e+02
161 107     -1.438397e+01 -5.119608e+02
161 2591     -5.587233e+02 -5.082295e+02
161 94     6.460265e+02 -4.964121e+02
161 8606     1.454825e+02 -4.971913e+02
161 109     3.203033e+01 -4.969138e+02
161 1119     -2.189176e+02 -2.943461e+02
161 130     1.219620e+02 -4.637321e+02
161 1132     -3.231359e+02 -4.460928e+02
161 19     -5.788928e+02 -4.429075e+02
161 9496     -1.629713e+02 -4.382267e+02
161 133     1.209230e+02 -4.257053e+02
161 1473     7.667902e+02 -4.039877e+02
161 4934     -1.077198e+02 -4.060835e+02
161 1456     3.559948e+02 -3.944970e+02
161 3472     -5.989330e+02 -3.816273e+02
161 50     4.774255e+02 -3.048783e+02
161 1100     2.288751e+01 -3.050306e+02
161 1518     -1.893406e+02 -4.096278e+02
161 11140     -3.439924e+02 -2.186520e+02
161 76     -3.652014e+02 -5.142419e+02
161 122     4.996937e+02 -2.869854e+02
161 3464     3.112360e+02 -1.088634e+02
161 3475     -1.630798e+02 -8.620715e+01
161 120     6.207131e+02 -2.856010e+02
161 1454     5.867861e+02 -3.270857e+02
161 601     4.761923e+02 -2.200255e+02
161 164     6.407974e+02 -2.577252e+02
161 1347     1.890692e+01 -2.782142e+02
161 123     5.472709e+02 -2.836065e+02
161 121     5.817563e+02 -2.852634e+02
161 1449     6.883508e+01 -3.198318e+02
161 119     6.795750e+02 -2.858802e+02
161 1483     -3.143292e+01 -2.963632e+02
161 2573     7.304021e+02 -2.959261e+02
161 151     -1.961113e+02 -2.984153e+02
161 2746     1.195228e+02 -3.142201e+02
161 1143     1.860203e+02 -3.137395e+02
161 3473     -5.329531e+02 -1.678010e+02
161 11141     1.377555e+02 1.203656e+01
161 6165     7.450830e+02 -6.816254e+01
161 3224     7.472114e+02 -1.000696e+02
161 3202     4.794199e+02 -1.073427e+02
161 3476     -2.812994e+01 -1.213069e+02
161 9086     6.316984e+02 -1.257318e+02
161 6918     1.023563e+02 -1.403123e+02
161 11142     -4.874254e+02 -1.462342e+02
161 3481     -3.862113e+02 -1.463837e+02
161 1163     -2.190318e+02 -1.464769e+02
161 3492     -5.490823e+02 -2.182711e+02
161 3482     -3.809929e+02 -1.733615e+02
161 3462     2.736654e+02 -1.709120e+02
161 1636     -2.572247e+02 -1.933257e+02
161 11143     -2.181767e+02 -2.011503e+02
161 11144     -7.550720e+02 -2.033091e+02
161 1786     7.269224e+02 -2.098495e+02
161 11145     3.797928e+02 -5.836140e+02
161 629     7.558867e+02 -2.101535e+02
161 1474     -2.112319e+02 -5.417690e+02
161 1508     2.291040e+02 -5.783850e+02
161 1470     -2.669607e+02 -5.062395e+02
161 1182     -2.871575e+02 -5.091709e+02
161 2441     -6.100345e+02 -5.101864e+02
161 106     -3.067818e+02 -5.222858e+02
161 2501     1.716740e+02 -5.183462e+02
161 1469     3.793923e+02 -5.187419e+02
161 103     -5.343050e+02 -5.347734e+02
161 1184     2.086017e+02 -5.329525e+02
161 2594     -1.706124e+02 -4.922166e+02
161 1189     4.351829e+02 -5.410337e+02
161 3526     -6.152851e+02 -5.452474e+02
161 1185     3.778867e+02 -5.483132e+02
161 184     -2.870955e+02 -5.507968e+02
161 1187     2.456609e+02 -5.564835e+02
161 102     -3.093268e+02 -5.587313e+02
161 1168     2.458167e+01 -5.656970e+02
161 190     2.087137e+02 -5.629080e+02
161 626     5.856853e+02 -5.740005e+02
161 1611     -3.480478e+02 -4.106364e+02
161 10874     -6.250070e+02 -3.389913e+02
161 207     -1.390741e+01 -3.784695e+02
161 1488     6.637366e+02 -3.802354e+02
161 6359     6.941567e+02 -3.810174e+02
161 6971     -2.249548e+02 -3.928198e+02
161 2524     5.543417e+02 -4.508726e+02
161 592     5.070988e+02 -3.989067e+02
161 612     4.566844e+02 -4.074673e+02
161 1513     3.646375e+01 -4.118998e+02
161 1154     7.382852e+02 -4.158593e+02
161 216     2.525433e+02 -4.248804e+02
161 73     1.630652e+01 -4.341117e+02
161 231     1.443689e+02 -4.552758e+02
161 146     4.505431e+02 -3.244728e+02
161 71     -3.747328e+02 -5.804718e+02
161 9091     -5.164971e+02 -4.927338e+02
161 3497     -5.055162e+02 -3.540558e+02
161 1507     -9.666949e+01 -4.655980e+02
161 1458     -4.982646e+02 -2.465156e+02
161 221     -3.229204e+02 -4.989817e+02
161 230     -2.830489e+02 -4.436797e+02
161 2564     3.988453e+02 -3.956482e+02
161 125     -2.824568e+02 -2.812976e+02
161 359     4.731648e+02 -2.018948e+02
161 1196     7.615533e+02 -2.818939e+02
161 1573     -4.556488e+01 -1.543138e+02
161 283     6.404161e+02 -1.546715e+02
161 3521     -3.091996e+02 -1.666207e+02
161 4940     1.018548e+02 -1.695460e+02
161 3516     -5.630435e+02 -1.702056e+02
161 2808     -4.779673e+02 -1.721720e+02
161 1539     4.137440e+02 -1.726890e+02
161 3519     -2.758028e+02 -1.770501e+02
161 1351     7.310197e+02 -2.827924e+02
161 1536     7.237385e+02 -1.808770e+02
161 3517     1.178176e+02 -1.868524e+02
161 1635     3.866312e+02 -2.027631e+02
161 1531     4.129290e+02 -2.021893e+02
161 3503     -4.966040e+01 -2.835483e+02
161 3494     2.084089e+02 -2.242083e+02
161 1528     7.262019e+02 -2.287896e+02
161 1335     1.964761e+02 -2.391705e+02
161 2764     5.104315e+01 -2.445759e+02
161 1506     -3.683453e+01 -2.451282e+02
161 662     4.993798e+02 -2.625262e+02
161 1546     1.226543e+02 -2.653364e+02
161 1203     3.529796e+02 -2.725824e+02
161 1524     7.001327e+02 -2.822027e+02
161 697     5.636188e+02 -3.967704e+02
161 10960     5.088350e+02 3.720117e+01
161 1233     1.235933e+02 -5.103575e+02
161 2784     -4.844323e+02 -4.309305e+02
161 2681     -5.264769e+02 -3.501799e+02
161 5445     2.908463e+02 -3.415218e+02
161 6596     -1.131807e+02 -2.457371e+02
161 3569     -3.346863e+02 -1.843529e+02
161 1571     -5.781220e+02 -1.548849e+02
161 9104     -1.972556e+02 -1.436990e+02
161 1107     -7.062250e+01 -5.607129e+01
161 6471     5.687485e+02 -8.125781e+01
161 1615     2.795753e+02 -1.481768e+02
161 9028     7.190608e+02 -1.242125e+02
161 3523     -4.964773e+02 -1.197851e+02
161 11146     -5.280861e+02 -1.064794e+02
161 1325     2.866089e+01 -1.016152e+02
161 9101     -1.312012e+01 -8.766931e+01
161 2939     6.091244e+02 -1.480829e+02
161 3505     -2.313832e+02 -7.943304e+01
161 11147     3.436478e+02 -7.220886e+01
161 6473     -3.150903e+01 -4.661053e+01
161 9752     3.195610e+02 -1.241022e+01
161 1231     -3.422234e+02 -5.011084e+02
161 1581     -3.296613e+02 -5.272885e+02
161 1215     1.910279e+02 -5.216320e+02
161 1582     3.100970e+02 -5.138555e+02
161 1232     2.676593e+02 -5.113452e+02
161 1601     6.212103e+02 -5.040560e+02
161 1302     1.044433e+02 -5.039031e+02
161 1230     -2.275061e+02 -5.050787e+02
161 11148     6.524749e+02 -5.027579e+02
161 6937     -4.355489e+02 -5.287351e+02
161 1522     7.267292e+02 -4.932931e+02
161 1192     -2.082149e+02 -4.929780e+02
161 1252     -2.293232e+02 -4.880906e+02
161 1525     -2.865372e+02 -4.888135e+02
161 1254     9.710962e+01 -4.770304e+02
161 222     -4.319088e+02 -4.714584e+02
161 3532     -2.676474e+02 -4.607562e+02
161 178     -3.484789e+02 -5.597527e+02
161 1511     4.370868e+01 -5.847327e+02
161 288     6.686910e+02 -5.780851e+02
161 185     1.862757e+02 -5.794470e+02
161 1288     1.104545e+02 -5.786064e+02
161 174     -3.525431e+02 -5.785389e+02
161 1579     3.580975e+02 -5.747596e+02
161 1291     2.966820e+02 -5.666493e+02
161 179     -2.020173e+02 -4.487300e+02
161 1517     -2.658978e+02 -5.559800e+02
161 1580     1.899083e+02 -5.452748e+02
161 2778     2.965934e+02 -5.432600e+02
161 191     -3.480252e+02 -5.356398e+02
161 3555     4.202557e+01 -5.305422e+02
161 2595     -9.944696e+01 -5.302272e+02
161 1228     -2.683248e+02 -5.284321e+02
161 1486     4.949210e+02 -3.754619e+02
161 11149     6.825323e+02 -3.645364e+02
161 2768     -1.227123e+02 -3.606401e+02
161 586     6.193400e+02 -3.473555e+02
161 1346     1.086295e+02 -3.400012e+02
161 587     5.201663e+02 -3.317175e+02
161 214     -4.124122e+02 -3.250939e+02
161 6351     4.177280e+02 -3.779196e+02
161 687     5.894000e+02 -3.202895e+02
161 2543     -3.493960e+02 -3.147321e+02
161 3499     4.742114e+01 -3.090807e+02
161 3501     -1.104842e+02 -3.085022e+02
161 1141     -2.551570e+02 -2.926067e+02
161 1542     -8.707159e+01 -2.906465e+02
161 1199     -3.280912e+02 -2.874587e+02
161 9108     5.573228e+02 -3.796061e+02
161 11150     7.442466e+02 -3.785764e+02
161 1283     -1.011462e+02 -3.821495e+02
161 1661     -2.831572e+02 -3.874717e+02
161 1261     -1.765172e+02 -3.878184e+02
161 1284     2.751667e+02 -3.905592e+02
161 3540     -6.378517e+02 -3.974145e+02
161 675     4.323827e+02 -3.966545e+02
161 1260     -1.566547e+02 -3.987307e+02
161 3535     3.802183e+02 -4.021212e+02
161 203     -1.733289e+01 -4.063143e+02
161 5012     3.071368e+02 -4.130441e+02
161 232     -4.269072e+02 -4.160296e+02
161 2786     4.527267e+02 -4.304565e+02
161 1610     3.170492e+02 -4.337504e+02
161 1285     3.141135e+02 -3.914579e+02
161 5450     1.969915e+02 -3.759103e+02
161 1277     2.501464e+02 -3.758633e+02
161 1279     2.922703e+02 -3.762507e+02
161 1280     3.119905e+02 -3.764124e+02
161 643     3.735618e+02 -3.767784e+02
161 1596     -3.441417e+02 -3.784877e+02
161 1595     4.452327e+02 -3.773889e+02
161 9109     4.477599e+02 -5.027562e+02
161 746     7.431455e+02 -5.781411e+02
161 220     -5.691021e+02 -5.089768e+02
161 1624     4.498114e+01 -5.689823e+02
161 1634     9.454364e+01 -5.671606e+02
161 6930     -2.010657e+02 -5.609382e+02
161 9106     -2.712869e+02 -1.058260e+02
161 3577     -2.956711e+02 -9.529071e+01
161 2742     2.924268e+02 -9.284088e+01
161 1158     -3.921277e+01 -8.611334e+01
161 3039     7.621711e+02 -8.188184e+01
161 1220     -1.079996e+02 -7.986523e+01
161 3507     8.250818e+01 -6.679919e+01
161 11151     -1.392609e+02 -1.545906e+02
161 2777     4.016592e+02 -5.590034e+02
161 1673     -7.791931e+01 -3.765576e+02
161 10961     2.844470e+02 -5.299963e+01
161 1533     3.515549e+02 -2.051585e+02
161 6190     2.979171e+02 9.359558e+00
161 11152     3.009856e+02 -2.102014e+02
161 6372     -5.635538e+02 -4.685590e+02
161 2842     4.962363e+02 -4.992496e+02
161 1683     1.855382e+02 -4.989502e+02
161 1676     3.588091e+02 -4.964415e+02
161 10706     5.357458e+02 -4.915808e+02
161 1604     1.395737e+02 -4.851364e+02
161 1685     4.941254e+01 -4.823104e+02
161 7160     2.803784e+02 -4.767708e+02
161 1606     7.557124e+02 -4.713397e+02
161 1607     -2.999084e+02 -4.725228e+02
161 1686     1.038312e+01 -4.701259e+02
161 1594     3.294595e+02 -4.005255e+02
161 748     7.808888e+02 -4.651307e+02
161 3270     7.417761e+02 -4.629969e+02
161 11153     -6.726351e+02 -4.628340e+02
161 3544     -6.538666e+02 -4.451787e+02
161 1267     -1.721805e+02 -4.376641e+02
161 1167     5.291254e+02 -2.465818e+02
161 2773     1.576372e+02 -4.274377e+02
161 2787     2.908466e+02 -4.144575e+02
161 2788     3.565939e+02 -5.324541e+02
161 1293     2.655579e+02 -5.587958e+02
161 1295     2.804998e+02 -5.547351e+02
161 1691     6.686322e+02 -5.515670e+02
161 1225     -3.335095e+02 -5.491681e+02
161 1577     1.224522e+02 -5.455773e+02
161 2496     1.746478e+02 -5.445245e+02
161 1722     6.393982e+00 -5.431764e+02
161 2497     7.557603e+02 -5.428759e+02
161 3001     5.809312e+02 -5.390664e+02
161 2999     7.362605e+02 -5.327175e+02
161 1274     -2.766705e+02 -3.720347e+02
161 1297     -1.667144e+02 -5.314434e+02
161 740     5.535808e+02 -5.174176e+02
161 732     5.364025e+02 -5.149032e+02
161 1303     5.107638e+02 -5.064982e+02
161 3556     -6.074579e+02 -5.052167e+02
161 316     6.916279e+02 -5.017563e+02
161 1602     2.285153e+02 -5.025002e+02
161 3919     -6.877462e+02 -2.346605e+02
161 1703     3.087661e+02 -2.554525e+02
161 1201     2.065923e+02 -2.532771e+02
161 1372     2.122715e+02 -3.549429e+02
161 1334     3.592303e+01 -2.456686e+02
161 2540     -1.857331e+02 -2.437789e+02
161 10733     -7.025261e+02 -2.411503e+02
161 1205     2.844738e+02 -2.342482e+02
161 1548     -9.836530e+01 -2.561473e+02
161 3583     -7.383770e+02 -2.332111e+02
161 1627     3.860837e+02 -2.264572e+02
161 3581     -1.858898e+02 -2.262596e+02
161 1629     7.097454e+02 -2.197418e+02
161 696     5.413436e+02 -3.967178e+02
161 1341     5.229362e+02 -2.163076e+02
161 601     4.765776e+02 -2.173370e+02
161 1630     3.992045e+02 -2.156579e+02
161 723     4.325193e+02 -2.899477e+02
161 1359     1.475916e+01 -3.261432e+02
161 3638     -5.743501e+02 -3.209844e+02
161 145     -6.199139e+02 -3.163489e+02
161 1721     2.510587e+02 -3.100419e+02
161 1540     8.845215e-01 -3.114678e+02
161 4981     -1.275452e+01 -3.091739e+02
161 10314     3.263406e+02 -2.999235e+02
161 1566     3.112007e+02 -2.997601e+02
161 3849     -6.131152e+02 -3.006678e+02
161 2974     6.148484e+02 -1.114075e+02
161 2792     1.084056e+02 -2.829443e+02
161 3579     -4.201437e+02 -2.768658e+02
161 1206     -3.344085e+02 -2.733918e+02
161 3635     -6.460108e+02 -2.694748e+02
161 718     5.733761e+02 -2.634641e+02
161 165     5.183083e+02 -2.647611e+02
161 1370     9.438739e+01 -2.646729e+02
161 9118     -4.218542e+02 -2.612634e+02
161 1366     3.393278e+02 -2.579620e+02
161 6959     -9.013922e+01 -1.367114e+02
161 3559     8.736212e+01 -1.547288e+02
161 1217     2.980646e+02 -1.474921e+02
161 3564     -3.355498e+02 -1.440853e+02
161 6373     5.062219e+02 -1.419226e+02
161 1599     -1.960729e+02 -3.640524e+02
161 3563     -3.108119e+02 -1.400118e+02
161 2822     -1.394653e+02 -1.388770e+02
161 1342     -1.174327e+02 -2.145056e+02
161 9319     -4.642522e+02 -1.360773e+02
161 1669     -5.490413e+02 -3.933175e+02
161 649     7.524856e+02 -1.324591e+02
161 1732     3.825555e+01 -1.334525e+02
161 3561     -2.794458e+02 -1.325570e+02
161 5436     1.126625e+02 -1.253221e+02
161 9105     -2.352327e+02 -1.249935e+02
161 11154     -4.513108e+02 -1.217206e+02
161 3576     -5.167291e+01 -1.081891e+02
161 11155     -5.745313e+02 -2.160541e+02
161 9325     -5.997795e+02 -2.142656e+02
161 9096     -4.954374e+02 -2.133925e+02
161 2810     8.558020e+01 -2.020724e+02
161 3586     -8.231799e+01 -1.936569e+02
161 3548     1.555490e+02 -3.552970e+02
161 1331     1.379029e+02 -2.554622e+02
161 3630     -4.410855e+02 -1.845801e+02
161 3549     -5.647333e+02 -3.561111e+02
161 4948     1.309077e+02 -3.566880e+02
161 61     -6.539874e+02 -3.653369e+02
161 62     -6.958875e+02 -3.615930e+02
161 9739     5.843547e+02 -3.742897e+02
162 5676     2.448555e+02 -1.712562e+02
162 10243     1.964954e+02 -2.895801e+02
162 11156     -5.564119e+02 -3.181268e+02
162 11157     7.434882e+01 -3.711439e+02
162 11158     -3.483528e+02 2.333728e+01
162 11159     -4.456252e+02 -1.482051e+02
162 11160     -5.037963e+02 -1.740928e+02
162 4239     2.150627e+02 -4.043919e+02
162 10937     4.337480e+02 -1.254380e+02
162 7293     6.872583e+02 -3.488594e+02
162 11161     -3.402466e+00 -3.217354e+02
162 10905     2.120609e+02 -1.384059e+02
162 11162     5.424996e+02 -2.700535e+02
162 11163     -4.733876e+02 -3.062418e+02
162 10396     1.796082e+02 -4.013605e+02
162 9819     5.588994e+02 -3.676115e+02
162 11164     1.503379e+02 -8.868768e+01
162 10404     3.654630e+02 -9.162445e+01
162 10925     6.289519e+02 -4.087062e+02
162 6317     3.322450e+02 -3.226890e+02
162 9832     4.723125e+02 -2.921046e+02
162 11165     1.871279e+02 -2.973778e+02
162 10944     2.098444e+02 -2.200094e+02
162 10936     3.477576e+02 -1.373801e+02
162 11166     3.235956e+02 -8.348535e+01
162 7410     6.733989e+02 -8.779309e+01
162 11116     3.156149e+02 -1.366662e+02
162 10112     4.573909e+02 -1.409697e+02
162 10946     3.012025e+02 -1.876794e+02
162 11167     -3.361035e+02 2.034344e+02
162 11168     -3.321064e+02 6.999118e+01
162 11006     2.863779e+02 1.705466e+01
162 11169     -4.059268e+02 -3.943780e+02
162 11098     6.552714e+02 -3.663396e+02
162 11170     -5.244264e+02 -3.669472e+02
162 10928     7.160966e+02 -3.672590e+02
162 11101     5.124528e+02 -3.737679e+02
162 11171     -3.809797e+02 -3.913959e+02
162 7308     6.887357e+02 -3.981064e+02
162 11172     6.703351e+02 -4.204214e+02
162 11173     -2.169635e+01 -4.260246e+02
162 11174     -6.947449e+00 -4.369968e+02
162 11175     4.132062e+02 -1.899859e+02
162 11176     3.036509e+02 -2.651990e+02
162 10945     4.023859e+02 -3.142116e+02
162 11177     -4.148764e+02 -3.369478e+02
162 11080     3.282869e+02 -3.388957e+02
162 11178     7.416853e+02 -3.390184e+02
162 11179     -4.276135e+02 -3.539335e+02
162 11180     3.311517e+02 -3.728775e+02
162 11082     5.221691e+02 -3.518407e+02
162 11181     3.045674e+02 -3.640336e+02
162 7454     4.935752e+02 -2.901490e+02
162 11111     3.736147e+02 -1.552698e+02
162 11112     3.118854e+02 -1.528770e+02
162 11182     3.859180e+02 -2.280807e+02
162 11107     2.755936e+02 -1.611566e+01
162 11083     3.198872e+02 -3.618682e+02
162 11092     7.473221e+02 -4.124194e+02
162 11093     6.960679e+02 -4.151306e+02
162 11183     -3.495759e+02 1.155067e+02
162 11108     3.359213e+02 -7.097083e+01
162 7330     6.930540e+02 -3.820493e+02
162 11102     7.704137e+02 -3.797410e+02
162 11018     4.940089e+02 -3.631212e+02
162 10926     4.208027e+02 -3.836946e+02
162 11184     -5.250258e+02 -3.882817e+02
162 11104     3.247297e+02 -3.889878e+02
162 11185     3.849314e+02 -3.865998e+02
162 10116     2.784227e+02 -3.890774e+02
162 11186     2.918660e+02 -3.973297e+02
163 11187     -5.017366e+02 2.330971e+02
163 10141     4.015283e+01 -2.201780e+02
163 10779     4.643075e+02 -1.281102e+02
163 10777     1.342334e+01 -2.091180e+01
163 10145     -1.606044e+02 -3.309308e+01
163 4139     3.410867e+02 6.822266e+01
163 11188     3.831008e+02 -1.114277e+02
163 10078     1.801849e+01 9.492709e+01
163 11044     2.457820e+02 7.032086e+01
163 5632     1.676310e+02 2.764459e+01
163 3705     1.299600e+02 -4.401987e+02
163 5631     -2.496891e+02 -3.288761e+02
163 10325     2.608334e+02 -3.091923e+02
163 5630     2.567710e+02 -4.722355e+02
163 843     -3.310835e+02 -2.250334e+02
163 11189     -4.051820e+02 -4.550031e+02
163 3689     -6.909952e+02 -2.129833e+02
163 11190     1.493792e+02 -3.267493e+01
163 10329     2.813883e+02 9.460266e+00
163 5657     7.720905e+01 2.644348e+01
163 5781     3.122035e+02 -4.599370e+02
163 5782     3.773591e+02 -4.710231e+02
163 4176     6.852271e+01 -4.617432e+02
163 10155     -2.565809e+02 -2.192050e+02
163 10243     -1.357437e+02 -2.019727e+01
163 4170     2.092242e+02 -3.087616e+01
163 849     -1.933714e+02 -9.716650e+01
163 855     -1.934706e+02 8.707764e+00
163 10080     6.916309e+01 8.829855e+01
163 4182     -1.376531e+02 1.210129e+02
163 7032     -2.921653e+02 1.816764e+02
163 5661     -2.463328e+02 1.903632e+02
163 11191     -1.521088e+02 2.128595e+02
163 5692     -3.728600e+02 -3.558174e+02
163 11192     1.852203e+01 -1.019506e+02
163 11193     2.099127e+02 -2.085808e+02
163 907     -2.113868e+02 -4.589156e+02
163 11194     -5.297298e+02 -4.566732e+02
163 3714     -3.397316e+02 -3.360220e+02
163 3716     -4.741362e+02 -2.804818e+02
163 10835     7.556803e+02 -2.109333e+02
163 11195     -7.573559e+02 -4.261224e+01
163 10349     -1.952304e+02 -1.520236e+02
163 860     -1.835602e+01 -1.068714e+02
163 11156     -7.154266e+02 -4.277698e+01
163 7072     3.486213e+02 -1.157819e+02
163 5718     -4.009864e+02 -1.331387e+02
163 6304     3.255800e+02 -1.338035e+02
163 10845     -1.262795e+02 -1.400563e+02
163 4227     2.735084e+02 -1.570729e+02
163 5746     -6.503629e+02 -1.624185e+02
163 11196     3.211046e+02 -2.133323e+02
163 10348     2.440068e+02 -1.113370e+02
163 10081     3.326438e+02 -2.350097e+02
163 951     -6.520673e+02 -2.518266e+02
163 886     -3.769575e+02 -2.546044e+02
163 5742     2.199033e+02 -2.599581e+02
163 4215     3.007412e+02 -2.654015e+02
163 880     -7.323221e+02 -3.078922e+02
163 3754     -2.270513e+02 -3.132517e+02
163 955     -1.995466e+02 -3.297010e+02
163 10271     2.436522e+02 -4.954291e+01
163 4232     2.700405e+02 -6.523822e+01
163 909     1.302865e+02 -1.538000e+01
163 932     -2.361813e+02 1.167055e+02
163 11197     -5.706158e+02 1.807281e+02
163 8997     -6.563075e+02 -7.652692e+01
163 859     7.292395e+01 -9.708569e+01
163 4239     -1.239031e+02 -1.059725e+02
163 929     -6.537229e+02 -1.083989e+02
163 1011     -6.248235e+02 -3.652363e+02
163 937     -1.574658e+02 4.551599e+01
163 8564     -2.034385e+02 1.977869e+02
163 864     -2.204712e+02 2.163398e+02
163 11165     -1.465548e+02 -2.699200e+01
163 4221     -4.316403e+02 -4.182990e+02
163 8566     3.436558e+02 4.670496e+01
163 7038     -3.870413e+02 4.932935e+01
163 10086     9.472858e+01 6.182489e+01
163 10415     -5.998260e+01 -1.712282e+02
163 10861     3.880085e+02 -1.792717e+02
163 11054     -3.857574e+02 -1.981061e+02
163 6298     -6.324264e+02 -2.356465e+02
163 6299     1.033402e+02 -2.454768e+02
163 8569     3.643353e+02 -2.680871e+02
163 1058     -6.546799e+02 -2.841848e+02
163 5752     4.194838e+02 -2.850316e+02
163 6300     3.048849e+02 -2.942849e+02
163 5714     -6.317348e+02 -9.525708e+01
163 11198     -4.210428e+02 -7.259705e+01
163 10392     -6.799702e+02 -8.074744e+01
163 10847     1.814406e+02 -7.999524e+01
163 10394     -6.335215e+02 -4.597809e+01
163 11199     -2.956289e+02 -9.992999e+01
163 10396     -1.485054e+02 -1.035856e+02
163 10400     -7.436879e+02 -1.153677e+02
163 7068     2.227092e+02 -1.316877e+02
163 10850     2.828112e+02 -1.342809e+02
163 10379     4.165002e+02 -1.401755e+02
163 876     4.734729e+01 -1.490217e+02
163 10411     -4.837459e+02 -4.199952e+02
163 10409     -2.791884e+02 -4.341572e+02
163 962     -3.752770e+02 -2.994403e+02
163 5792     4.040740e+02 -5.307250e+02
163 1030     -6.304640e+02 -3.009555e+02
163 10264     -2.774512e+02 -4.115744e+02
163 10419     2.074998e+02 -3.131888e+02
163 10376     2.969307e+02 -3.160319e+02
163 9067     5.702881e+01 -3.249176e+02
163 11200     4.207810e+02 -3.390308e+02
163 10414     -2.415887e+02 -2.620314e+02
163 10420     -4.172079e+02 -3.329091e+02
163 10401     3.494922e+02 -7.724780e+01
163 10381     6.909167e+01 -1.756420e+02
163 10393     1.967511e+02 -5.005646e+01
163 11201     -3.647858e+01 -4.362250e+01
163 8993     -2.614155e+02 -2.375793e+01
163 5677     1.723295e+02 9.095215e+00
163 10856     -2.272754e+02 1.607568e+01
163 5720     -7.773273e+02 -1.299496e+02
163 11053     -3.892267e+02 -1.675622e+02
163 11062     -3.700970e+02 -1.644510e+02
163 6314     -6.323903e+02 -1.369233e+02
163 10368     4.172277e+02 -7.170868e+01
163 10388     4.604254e+01 -9.337048e+01
163 10407     -5.792402e+02 1.412710e+02
163 7076     -7.120340e+02 1.325820e+02
163 10405     1.520371e+02 9.480093e+01
163 10423     1.791097e+02 6.921515e+01
163 11202     -2.464914e+02 8.990454e+01
163 10096     4.858405e+01 2.490039e+01
163 10404     -7.758118e+00 1.267859e+02
163 11164     -1.676443e+02 1.264782e+02
163 11057     -3.012122e+02 -4.131082e+02
163 10418     -1.392144e+02 -3.964476e+02
163 11203     -1.824830e+02 -3.921302e+02
163 11204     -3.641770e+02 -3.792766e+02
163 9004     -3.122834e+02 -3.605659e+02
163 11205     -2.095142e+02 -4.881219e+02
163 6286     6.386692e+02 -4.572175e+02
163 1050     -6.125804e+02 -4.353502e+02
163 10860     2.841523e+02 -2.263436e+02
163 10250     -5.308317e+02 -2.238132e+02
163 6319     1.067677e+02 -2.197058e+02
163 11206     1.978245e+02 -2.173788e+02
163 6323     1.593296e+02 -1.917674e+02
163 11207     2.880233e+02 -1.885655e+02
163 11208     -6.308557e+02 -1.779290e+02
163 11209     -6.722133e+02 -1.754644e+02
163 11210     1.718442e+02 -1.709700e+02
163 10421     -4.204854e+02 -2.922028e+02
163 810     3.584700e+02 -2.885048e+02
163 11211     -5.329819e+02 -2.892394e+02
163 10942     3.380581e+02 -2.839952e+02
163 10416     -3.099583e+02 -1.706506e+02
163 10413     -6.741735e+02 -2.721916e+02
163 10422     -4.703027e+01 -2.686896e+02
