287 17565 64697
0 0     -2.652492e+02 -1.078278e+01
223 8176     6.353845e+02 1.270706e+02
223 8161     6.115674e+02 1.004361e+02
223 16927     6.740841e+02 1.003790e+02
223 10678     6.035782e+02 7.634631e+01
223 10823     -1.312170e+02 -3.396693e+02
223 14623     -5.474843e+02 -3.935728e+02
223 12932     7.301135e+02 -4.009263e+02
223 14485     -3.551241e+02 -4.213680e+02
223 1032     8.671368e+01 -3.367319e+02
223 13338     6.982131e+02 -4.252885e+02
223 8606     6.173701e+02 -4.510629e+02
223 14948     -6.268333e+02 -4.642749e+02
223 16408     9.907837e-01 -4.773953e+02
223 8253     -1.283685e+02 -5.041641e+02
223 6448     4.723663e+01 -2.335900e+02
223 3376     -3.157594e+02 -2.352815e+02
223 4184     -9.368561e+01 -2.351015e+02
223 11095     2.473226e+02 -2.401498e+02
223 4142     1.080589e+02 -2.449836e+02
223 10531     4.788586e+01 -2.667634e+02
223 5493     -9.360431e+01 -2.684396e+02
223 11903     -4.603824e+02 -2.986926e+02
223 5491     -9.370746e+01 -3.020016e+02
223 9176     4.884351e+01 -3.004402e+02
223 4214     -4.278916e+02 -3.273744e+02
223 11327     6.065978e+02 -3.300798e+02
223 1082     -2.198535e+01 -3.388673e+02
223 1868     -8.134302e+01 -3.268064e+02
223 16928     -1.562050e+02 -3.268812e+02
223 5967     -1.701414e+02 -3.188694e+02
223 1102     1.255063e+02 -3.146006e+02
223 14351     5.167061e+02 -3.133304e+02
223 285     -1.418585e+02 -2.579166e+02
223 8414     9.552368e+01 -2.548621e+02
223 16475     -1.519232e+02 -2.488208e+02
223 15985     -3.304644e+02 -2.413093e+02
223 15387     6.692384e+02 -2.383012e+02
223 15115     5.063807e+02 -4.509716e+02
223 16299     -5.758235e+02 -4.334858e+02
223 4111     -6.450778e+02 -4.159739e+02
223 16929     6.966722e+02 -3.563320e+02
223 1856     3.732172e+01 -3.252977e+02
223 369     3.993074e+02 -2.626233e+01
223 8159     5.868619e+02 7.042282e+01
223 16930     -5.598503e+02 7.372296e+01
223 6896     -6.632299e+02 1.513653e+02
223 9661     7.022969e+02 1.831620e+02
223 15102     5.545076e+02 3.329964e+02
223 10670     5.347339e+02 2.859736e+02
223 15109     6.348711e+02 2.554970e+02
223 304     5.873337e+02 -1.750855e+02
223 13716     2.603575e+02 -2.111511e+02
223 4432     5.845703e+01 -2.098525e+02
223 12337     -1.054823e+02 -2.115684e+02
223 4178     -9.294543e+01 -2.055360e+02
223 12225     -6.762273e+02 -1.945047e+02
223 16026     1.988672e+01 -1.908503e+02
223 5709     -6.726660e+01 -1.914507e+02
223 1464     -7.626263e+01 -1.803252e+02
223 16931     -5.102061e+02 -1.751575e+02
223 15097     3.261553e+02 -1.512448e+02
223 9611     4.343254e+02 -1.170717e+02
223 14681     4.629023e+02 -1.096954e+02
223 14876     -5.980623e+02 -1.085492e+02
223 4832     -6.850854e+02 -6.658630e+01
223 16932     7.249127e+02 -6.410120e+01
223 2227     6.697745e+02 2.223190e+02
223 9742     -4.071670e+02 -1.700414e+02
223 8241     -2.987830e+02 -5.065099e+02
223 2853     -1.601180e+02 -4.744542e+02
223 14119     -1.836920e+02 -5.029640e+02
223 16933     6.873387e+02 1.833156e+02
223 2222     6.719207e+02 2.320163e+02
223 9666     6.818344e+02 2.273691e+02
223 16934     -6.383044e+02 2.880853e+01
223 14257     7.645450e+02 2.250699e+02
223 9205     -2.646793e+02 1.664795e+00
223 9206     -3.434955e+02 -1.499585e+01
223 2591     1.857904e+01 -2.379620e+01
223 15182     -3.860712e+01 -3.486243e+01
223 16935     4.589758e+02 1.343957e+02
223 16936     5.295226e+02 -2.209426e+02
223 1901     6.256545e+02 9.395587e+01
223 16854     -1.862506e+01 9.188940e+01
223 13057     -7.113444e+02 7.698303e+01
223 10550     5.830602e+02 4.995392e+01
223 13740     5.913475e+02 4.286392e+01
223 11733     5.798375e+02 4.119769e+01
223 16937     5.644946e+02 2.824347e+01
223 12986     6.425354e+02 -2.880155e+02
223 5526     1.097705e+01 -2.669227e+02
223 7362     2.244385e+00 -2.760035e+02
223 6450     -4.775903e+01 -2.766528e+02
223 9483     -8.295654e+01 -2.774786e+02
223 5492     -3.830866e+02 -2.757353e+02
223 10538     5.883362e+01 -2.758466e+02
223 5502     -1.303580e+02 -2.685611e+02
223 16938     3.762341e+01 -2.760379e+02
223 8325     -2.288165e+01 -2.674041e+02
223 5505     -5.668402e+01 -2.677321e+02
223 5524     8.464764e+01 -2.660054e+02
223 8795     -3.163068e+01 -2.590109e+02
223 8327     -8.324030e+01 -2.593341e+02
223 9494     -1.038159e+02 -2.594730e+02
223 4205     -1.215696e+02 -2.932211e+02
223 5520     1.163556e+01 -3.006740e+02
223 4411     -2.226935e+01 -3.010928e+02
223 4410     -5.633990e+01 -3.013144e+02
223 8706     8.578412e+01 -2.996885e+02
223 16939     6.560486e+02 -2.926905e+02
223 9495     -8.296582e+01 -2.924730e+02
223 9497     -1.041060e+02 -2.925748e+02
223 4408     -1.556855e+02 -2.928138e+02
223 4407     1.101025e+02 -2.899099e+02
223 9508     3.818317e+01 -2.914871e+02
223 5497     -9.374536e+01 -2.849265e+02
223 8323     4.827673e+01 -2.834297e+02
223 2446     -5.324159e+02 -2.796840e+02
223 13299     3.679279e+02 -2.774842e+02
223 5523     4.689758e+01 -2.174741e+02
223 10535     3.605005e+01 -2.101423e+02
223 8441     -8.300452e+01 -2.114194e+02
223 5501     -5.714050e+01 -2.020475e+02
223 15316     9.988281e+00 -2.016902e+02
223 9501     -2.320685e+01 -2.015828e+02
223 6457     3.411432e+01 -1.936851e+02
223 8227     -1.488678e+01 -1.925895e+02
223 16479     -9.366473e+01 -2.186011e+02
223 13124     6.922313e+02 -1.267283e+02
223 16940     5.326617e+02 -2.403631e+02
223 5522     4.757056e+01 -2.502372e+02
223 5499     -9.374628e+01 -2.516216e+02
223 9509     -8.306104e+01 -2.442369e+02
223 9868     -1.214388e+02 -2.442429e+02
223 5528     3.660388e+01 -2.431031e+02
223 16480     -3.204260e+01 -2.431109e+02
223 5530     1.071075e+01 -2.348635e+02
223 5503     -5.708679e+01 -2.350750e+02
223 15281     8.281006e+01 -2.336968e+02
223 4241     -6.546411e+01 -2.266289e+02
223 9504     -8.318671e+01 -2.263523e+02
223 15034     -1.218433e+02 -2.260964e+02
223 5531     5.772638e+01 -2.239344e+02
223 7695     3.629150e+01 -2.251390e+02
223 9506     -1.042135e+02 -2.258188e+02
223 1854     7.508655e+01 -2.238559e+02
223 16941     -3.860680e+02 -2.244053e+02
223 11526     -4.417657e+02 -4.420695e+02
223 16942     -7.424151e+02 -4.438202e+02
223 16943     4.535493e+02 -4.119010e+02
223 2255     5.473143e+02 -4.081836e+02
223 16849     3.451482e+02 -3.947036e+02
223 11867     3.599385e+02 -3.917080e+02
223 2236     6.183655e+02 -3.904904e+02
223 9567     -3.844558e+02 -5.060688e+02
223 16420     7.827990e+02 -5.001210e+02
223 15665     -4.361688e+01 -4.893169e+02
223 4080     3.027460e+01 -4.825612e+02
223 11837     -3.945818e+02 -3.045613e+02
223 1434     2.065563e+02 -4.704943e+02
223 11026     8.496423e+01 -4.716355e+02
223 16407     -4.795047e+02 -4.465283e+02
223 5516     -8.254205e+01 -3.111974e+02
223 1859     -1.056568e+02 -3.272834e+02
223 4416     -1.206364e+02 -3.277494e+02
223 4413     7.672345e+01 -3.251295e+02
223 16944     6.138312e+01 -3.251494e+02
223 14099     -2.773405e+02 -3.259183e+02
223 7633     -4.690147e+02 -3.223484e+02
223 5495     -9.377155e+01 -3.187977e+02
223 5521     4.923206e+01 -3.170497e+02
223 11933     -4.729919e+01 -3.102672e+02
223 14950     -6.554071e+01 -3.104090e+02
223 4602     -1.134626e+02 -3.383798e+02
223 15282     -1.047573e+02 -3.113697e+02
223 4145     1.119282e+02 -3.090798e+02
223 9496     6.002618e+01 -3.095039e+02
223 5525     3.794543e+01 -3.097470e+02
223 15056     2.846497e+00 -3.096337e+02
223 4412     -1.299323e+01 -3.098336e+02
223 5508     -1.305589e+02 -3.022308e+02
223 7735     -4.664532e+01 -3.268445e+02
223 10537     -1.481164e+02 -3.386143e+02
223 4181     2.921832e+01 -3.366110e+02
223 16109     -4.644104e+00 -3.370893e+02
223 10534     -7.321313e+01 -3.376858e+02
223 16482     1.039407e+02 -3.352935e+02
223 9492     -1.409153e+02 -3.281583e+02
223 4605     -6.618097e+01 -3.271843e+02
223 4414     2.208063e+01 -3.261277e+02
223 7726     2.448608e+00 -3.265016e+02
223 4182     -3.193689e+01 -3.267110e+02
223 4608     -1.251324e+01 -3.264800e+02
224 7815     1.160319e+02 -1.962914e+02
224 16801     5.934562e+02 -3.703166e+02
224 16945     1.472508e+02 -2.230258e+02
224 16618     5.701442e+02 -1.817891e+02
224 6976     6.861248e+02 -8.922845e+01
224 11789     1.275189e+02 2.202808e+01
224 1520     -4.593945e+01 8.832806e+01
224 13009     4.659956e+02 2.356154e+02
224 16265     -4.516943e+02 2.597209e+02
224 1553     -4.822419e+02 -2.432361e+02
224 16946     5.989594e+01 4.656480e+02
224 16787     -6.863678e+02 -3.427461e+02
224 1528     3.289065e+02 -2.674695e+02
224 16301     -6.479359e+02 -1.675552e+02
224 16621     -5.657280e+02 -1.247396e+02
224 5158     -4.661015e+02 1.320099e+01
224 16947     -3.902992e+02 5.857205e+01
224 10138     -1.720026e+02 1.475486e+02
224 15386     -5.333897e+02 1.762007e+02
224 13075     6.375217e+02 3.896909e+02
224 16786     2.781848e+01 2.250483e+02
224 8802     -1.955288e+02 4.565747e+02
224 165     3.196289e+01 3.757751e+02
224 13076     5.115098e+02 3.594146e+02
224 6975     3.224363e+02 2.133608e+02
224 3742     6.001880e+01 1.391258e+02
224 16271     -7.411839e+02 1.086166e+02
224 5007     5.372664e+02 9.003125e+01
224 11796     -2.711377e+02 8.536804e+00
224 10140     4.712350e+02 -2.946594e+00
224 6661     -4.076378e+02 -1.725488e+01
224 17     -2.824645e+02 -1.401635e+02
224 13010     1.889146e+02 -1.440459e+02
224 13080     3.319733e+02 -1.851071e+02
224 7151     2.640220e+02 -2.222799e+02
224 7801     2.665566e+02 -3.344949e+02
224 10152     -3.079394e+02 -4.128190e+02
224 7564     3.866707e+02 -1.468710e+02
224 3751     4.211254e+02 1.469758e+02
224 2492     5.824641e+02 5.238290e+01
224 931     3.894214e+02 -3.215222e+01
224 1961     2.415947e+02 -4.940631e+01
224 12878     -1.396595e+02 -9.243646e+01
224 5550     -9.374152e+01 -1.340419e+02
224 1181     1.261218e+01 -1.357095e+02
224 8051     2.835410e+02 1.608557e+02
224 6836     -6.274600e+02 -2.092971e+02
224 13262     1.043140e+02 -2.494901e+02
224 5401     1.946005e+02 -2.489822e+02
224 16948     3.972423e+02 -2.475335e+02
224 11935     4.907589e+02 -2.683624e+02
224 16627     5.511503e+02 -3.213563e+02
224 11235     5.624493e+01 -9.095770e+01
224 16949     -1.322076e+02 2.254092e+02
224 12873     -6.771542e+02 8.448965e+01
224 8398     -1.331833e+02 6.136853e+01
224 12593     -5.203924e+02 -3.541458e+02
224 14409     -7.573732e+02 4.646944e+02
224 444     -1.605381e+02 4.082447e+02
224 16950     4.002456e+02 -3.333409e+02
224 14723     1.221784e+02 1.763260e+02
224 13834     -6.821979e+02 2.628970e+01
224 16468     -2.095793e+02 -1.008179e+00
224 411     3.314507e+02 -1.123584e+01
224 3759     -3.676277e+02 -4.011322e+01
224 2533     -5.555953e+02 -4.732153e+01
224 12887     -3.026700e+02 -4.451093e+01
224 11809     -3.438880e+02 4.270113e+02
224 2502     5.323073e+02 3.520288e+01
224 11804     4.373165e+02 5.568625e+01
224 16951     4.668486e+02 1.199435e+02
224 16952     -7.773744e+02 1.156531e+02
224 15646     3.029108e+01 3.247456e+02
224 8075     -4.655090e+00 3.268287e+02
224 448     -3.799688e+02 4.492361e+02
224 14051     -2.396302e+02 -8.773206e+01
224 13484     9.778912e+01 -1.345506e+02
224 1980     4.396311e+02 -1.821810e+02
224 5761     -3.545571e+02 -2.266665e+02
224 16953     -9.772632e+01 -2.635552e+02
224 3114     -3.899614e+02 -2.768489e+02
224 16638     4.491006e+02 -3.094294e+02
224 10709     5.514773e+02 -3.125779e+02
224 16182     -3.620439e+02 -3.313723e+02
224 14365     5.629178e+02 -1.243309e+02
224 15908     -8.900751e+01 -8.380688e+01
224 8460     4.369352e+02 -1.187758e+02
224 7163     5.326967e+02 -9.216272e+01
224 269     5.833535e+02 -7.812592e+01
224 16693     -7.615332e+02 1.590725e+02
224 15294     -2.770156e+02 -2.520351e+02
224 3952     4.310942e+02 2.790102e+02
224 12196     -6.715191e+02 1.488692e+02
224 14281     -5.509827e+02 1.677502e+02
224 12517     -7.231824e+02 1.670222e+02
224 10546     -6.282814e+02 -7.337817e+01
224 8481     -3.575311e+02 1.863398e+02
224 9998     3.696536e+02 1.915991e+02
224 16017     -6.026724e+02 2.169871e+02
224 6660     -3.667571e+02 2.376649e+02
224 16833     -3.018340e+02 2.553987e+02
224 727     6.404589e+02 2.699161e+02
224 449     -6.630141e+02 2.722458e+02
224 10157     3.369650e+02 -4.630859e+01
224 725     6.930400e+02 3.055668e+02
224 723     5.314512e+02 3.187030e+02
224 695     4.675411e+02 3.432723e+02
224 16954     5.927686e+02 3.700197e+02
224 15139     4.048942e+02 3.810956e+02
224 71     4.710845e+02 4.052827e+02
224 16955     6.320083e+02 4.455359e+02
224 16797     4.835981e+02 4.518307e+02
224 2295     -7.325664e+02 -1.467565e+02
224 16956     2.376937e+02 1.089072e+02
224 7204     5.791327e+01 -3.753870e+02
224 5372     -5.675592e+01 -3.026016e+02
224 16957     -5.672305e+02 -2.966188e+02
224 5084     -3.923733e+02 -2.189297e+02
224 15327     -4.238420e+02 -2.100848e+02
224 2777     4.742880e+02 -2.047977e+02
224 13104     7.494908e+02 1.331449e+02
224 16028     3.560615e+02 -1.791831e+02
224 687     2.344431e+02 2.771146e+01
224 16277     -6.689998e+02 -5.700165e+01
224 8503     -5.867060e+02 -7.843011e+01
224 966     -3.178259e+02 -8.124170e+01
224 5315     -1.689916e+02 -8.729596e+01
224 6711     3.170864e+02 -8.937378e+01
224 8803     -3.873932e+02 -1.252922e+02
224 13091     6.219624e+02 -1.485696e+02
224 954     6.533798e+02 -1.546561e+02
224 1207     3.684890e+02 5.663071e+01
224 1278     -3.133100e+02 4.364813e+01
224 15680     -3.605677e+02 4.241104e+01
224 2901     2.671769e+02 3.185468e+01
224 14396     7.487836e+02 1.247833e+01
224 16958     -5.306291e+02 2.701721e+00
224 5061     -1.946230e+02 -7.689209e-01
224 5375     -4.565070e+02 -3.331891e+01
224 7809     -3.322111e+02 4.776714e+02
224 5098     3.999994e+02 -6.468225e+01
224 14366     -6.968592e+02 -5.047070e+01
224 15741     -1.968818e+02 -4.888470e+01
224 728     5.604346e+02 2.349702e+02
224 202     -1.683632e+02 6.486969e+01
224 14730     2.597120e+02 8.625955e+01
224 463     -3.321135e+02 1.005346e+02
224 11715     4.407908e+02 1.399673e+02
224 12914     -4.880618e+02 1.823993e+02
224 16959     2.490938e+02 1.865442e+02
224 10436     4.616577e+02 1.917701e+02
224 740     5.714017e+02 1.989602e+02
224 720     5.415195e+02 2.039093e+02
224 7580     2.162365e+02 2.095021e+02
224 16960     -5.310889e+02 2.208257e+02
224 9612     5.872310e+02 2.335667e+02
224 183     2.199778e+02 -2.684822e+02
224 16961     6.682750e+02 -4.611994e+02
224 15766     -1.673298e+02 -3.444931e+02
224 7220     -3.970956e+02 -3.394434e+02
224 16962     -3.184810e+02 -3.334914e+02
224 11033     -2.938857e+02 -3.200720e+02
224 1709     5.728546e+01 -2.963902e+02
224 16335     -4.246778e+02 -2.745392e+02
224 1203     2.345781e+02 -9.067761e+01
224 9553     3.157831e+01 -2.650033e+02
224 7787     4.411180e+02 -2.605052e+02
224 275     -2.742561e+02 -2.427702e+02
224 7771     -1.666271e+02 -2.378275e+02
224 965     5.853821e+01 -2.212980e+02
224 86     -1.384492e+02 -2.188362e+02
224 7121     -2.098859e+02 -2.176732e+02
224 1499     6.583889e+02 -2.010397e+02
224 15840     -6.007827e+02 -1.568844e+02
224 8068     3.381903e+01 -1.208849e+02
224 8070     -1.625433e+02 -1.185467e+02
224 15049     -6.313794e+02 2.476432e+02
224 12904     4.340740e+02 -6.759045e+01
224 112     2.846830e+02 2.434032e+02
224 10797     -2.413616e+02 5.066000e+02
224 6995     5.477045e+02 4.850921e+02
224 247     -1.381372e+01 4.645684e+02
224 8517     -1.438931e+02 4.514581e+02
224 10447     5.148951e+02 4.504935e+02
224 11847     8.975952e+00 4.397034e+02
224 8513     -2.205008e+02 3.992875e+02
224 722     4.932443e+02 3.764789e+02
224 7581     2.687358e+02 3.641299e+02
224 5787     -1.512300e+02 4.231451e+02
224 10004     4.971213e+02 3.244129e+02
224 11694     1.152112e+01 2.715488e+02
224 10011     6.088269e+02 2.674677e+02
224 15150     -2.763446e+02 1.917605e+02
224 16963     -2.845085e+02 4.838302e+02
224 8885     -4.392878e+02 1.959305e+02
224 1012     -3.336166e+02 2.030745e+02
224 10022     6.006132e+02 2.121005e+02
224 797     5.175114e+02 2.107847e+02
224 2592     -3.357427e+02 2.325831e+02
224 13549     -4.753615e+02 9.723740e+01
224 16964     5.057476e+02 1.796196e+02
224 3215     -6.640254e+02 1.751237e+02
224 14736     3.275984e+02 1.723145e+02
224 10451     4.410192e+02 1.663375e+02
224 10482     3.055901e+02 1.640364e+02
224 16451     -5.279911e+02 1.489355e+02
224 16681     -5.363665e+02 1.295301e+02
224 15769     -5.109780e+02 1.309703e+02
224 16355     -7.310664e+02 1.238900e+02
224 4097     -1.403116e+02 1.190054e+02
224 15855     2.435927e+02 3.830787e+02
224 14977     -8.366327e+01 4.588141e+02
224 483     -3.594338e+02 4.545913e+02
224 16965     -5.303297e+02 4.517980e+02
224 14058     -3.423590e+01 4.430179e+02
224 15932     -8.527161e+01 4.379278e+02
224 167     -4.066745e+02 4.143613e+02
224 486     -2.496489e+02 4.098645e+02
224 11827     3.560836e+02 3.963520e+02
224 3607     3.503503e+02 2.459641e+02
224 2036     -4.827421e+02 3.706210e+02
224 11874     2.850958e+02 3.459633e+02
224 16966     -3.467667e+02 3.359934e+02
224 747     6.582755e+02 3.068203e+02
224 16967     -5.725546e+02 2.823214e+02
224 3507     6.689758e+02 2.638859e+02
224 2600     3.995201e+02 2.471292e+02
224 16358     -5.386716e+02 2.445390e+02
224 16968     -1.606212e+02 -2.682012e+02
224 16645     5.390782e+02 -2.679078e+02
224 14383     7.092988e+02 -2.860443e+02
224 557     -4.232094e+02 -3.140463e+02
224 16969     3.850735e+02 -3.110068e+02
224 13113     5.187015e+02 -2.846129e+02
224 2514     5.395688e+02 -3.539515e+02
224 16970     -7.157606e+02 -3.689470e+02
224 16971     -1.178228e+02 -4.319843e+02
224 481     -3.407544e+02 2.579358e+02
224 16972     5.962710e+02 7.472687e+01
224 201     6.464282e+01 5.902515e+01
224 13130     -1.460661e+02 4.702240e+01
224 2552     4.558246e+01 4.300366e+01
224 7635     -1.298872e+02 2.690439e+01
224 2052     2.903113e+01 2.308917e+01
224 7462     -3.004979e+02 8.091064e+00
224 3880     -3.054751e+02 -1.546924e+01
224 1659     3.301331e+01 -2.360941e+02
224 16029     2.839058e+02 -2.369904e+01
224 1391     -3.671330e+02 -8.657098e+01
224 1387     5.655176e+01 -2.561702e+02
224 16903     7.324482e+02 -2.284966e+02
224 7850     -2.580844e+02 -2.174636e+02
224 16973     7.419530e+02 -3.347278e+02
224 10016     2.774133e+02 -6.737195e+01
224 5391     3.591370e+02 -3.241150e+01
224 1113     3.059209e+02 -3.150818e+01
224 782     4.814030e+02 -3.071393e+01
224 14465     3.475104e+01 -3.059350e+02
224 13892     -3.319880e+02 4.491977e+02
224 986     7.205571e+02 1.529723e+02
224 6775     -2.379486e+02 -2.760538e+02
224 12610     -6.462642e+02 -3.576434e+01
224 16974     4.899561e+01 4.551412e+02
224 10082     6.247467e+02 1.682184e+02
224 15157     3.050220e+01 -5.006823e+02
224 11281     3.441703e+02 1.609754e+02
224 10032     5.746473e+02 1.629391e+02
224 15483     -2.308223e+02 1.659628e+02
224 3208     -6.156256e+01 1.433031e+02
224 3159     5.592988e+02 1.714802e+02
224 2059     -3.802979e+02 1.769585e+02
224 7008     5.912988e+02 1.876055e+02
224 8576     -3.474826e+02 1.869984e+02
224 3493     5.427290e+02 3.984728e+02
224 3378     -3.136385e+02 1.901295e+02
224 998     -1.043323e+01 1.201518e+02
224 5843     -6.186346e+01 9.583176e+01
224 794     -8.904517e+01 9.669608e+01
224 10354     -1.166180e+02 9.797900e+01
224 16975     -4.135476e+02 9.699390e+01
224 9464     -4.967190e+02 9.758679e+01
224 9634     -2.049969e+02 1.062151e+02
224 194     1.668927e+01 1.171761e+02
224 13109     6.212289e+02 2.092382e+02
224 1006     -6.156885e+01 1.201433e+02
224 6854     -3.641217e+01 1.208764e+02
224 1000     -8.845013e+01 1.218617e+02
224 154     -1.152173e+02 1.212321e+02
224 1005     6.548422e+02 1.224430e+02
224 9806     -6.486113e+02 1.277186e+02
224 14390     5.054535e+02 1.393918e+02
224 3674     7.014655e+02 3.216118e+02
224 13531     6.959454e+01 2.834892e+02
224 815     6.095194e+02 4.625586e+02
224 13879     4.185284e+02 4.653017e+02
224 16738     -2.968228e+02 4.957905e+02
224 16976     5.273479e+02 1.741671e+02
224 13112     6.023505e+02 5.166654e+02
224 13155     6.959137e+02 -2.699184e+02
224 16672     8.727319e+01 -7.726019e+01
224 13623     -5.150098e+02 -1.784491e+01
224 16977     -4.014826e+02 3.074289e+01
224 2195     -4.485789e+02 7.015244e+01
224 3732     5.615902e+02 1.357583e+02
224 13674     -4.226121e+02 2.746266e+02
224 13011     -7.424196e+02 2.218412e+02
224 7621     3.765413e+02 2.228604e+02
224 15681     3.402461e+02 2.230880e+02
224 3625     3.582769e+02 2.255161e+02
224 9610     2.651716e+02 2.448321e+02
224 12047     5.496576e+02 2.518689e+02
224 1412     -3.212756e+02 2.533416e+02
224 3968     3.015265e+02 2.749371e+02
224 11665     4.440391e+02 1.707959e+02
224 7755     6.322178e+02 2.937774e+02
224 16978     -5.210815e+00 2.972740e+02
224 16979     -7.589990e+02 3.376937e+02
224 11302     2.675923e+02 3.394775e+02
224 11872     2.411572e+02 3.610005e+02
224 5123     5.705959e+02 -1.926883e+02
224 530     -1.381459e+02 -2.577254e+02
224 548     5.744365e+02 -2.421321e+02
224 10652     -2.782403e+02 -2.289030e+02
224 1506     -1.848278e+02 -2.176868e+02
224 1058     2.529015e+02 -1.967281e+02
224 3983     7.352124e+02 -2.607737e+02
224 1044     -6.668965e+02 -1.880934e+02
224 1061     6.088586e+02 -1.105251e+02
224 16466     -6.438500e+02 -1.005859e+02
224 9136     2.203423e+02 -8.955487e+01
224 2986     -1.380569e+02 -7.877118e+01
224 5863     -1.199514e+02 -6.579370e+01
224 10736     -4.027835e+02 -6.511023e+01
224 1241     -1.469790e+02 -6.233276e+01
224 15353     -5.334657e+02 -3.248475e+02
224 841     4.222805e+02 -3.063398e+02
224 14760     6.458717e+02 -4.061176e+02
224 14696     -4.531627e+02 -3.102562e+02
224 14733     5.390374e+02 -3.025654e+02
224 11696     4.928113e+02 -3.193057e+02
224 283     -1.008807e+01 9.470560e+01
224 16980     3.680583e+02 -3.285666e+02
224 12008     -4.906204e+02 -3.251345e+02
224 14384     7.855153e+02 -2.905294e+02
224 11978     4.202633e+02 -2.765347e+02
224 14393     7.748560e+02 -2.751783e+02
224 12062     7.526929e+02 -2.735895e+02
224 290     1.648053e+01 6.978015e+01
224 210     -3.634814e+01 4.296878e+01
224 15729     -6.233624e+01 4.371738e+01
224 473     -8.885144e+01 4.467807e+01
224 2611     -1.172599e+02 4.543268e+01
224 282     -3.661005e+01 9.528214e+01
224 1279     5.416522e+02 5.381079e+01
224 7634     2.475841e+02 5.512222e+01
224 13476     4.456317e+01 6.959491e+01
224 1038     4.042351e+02 -4.832159e+01
224 289     -1.005975e+01 7.026434e+01
224 16981     -3.865044e+02 7.019690e+01
224 277     -3.679767e+01 7.076657e+01
224 288     -6.208337e+01 7.142899e+01
224 7882     -8.918219e+01 7.220444e+01
224 14038     -1.160128e+02 7.285229e+01
224 758     -1.445800e+02 7.366486e+01
224 204     1.721228e+01 4.241714e+01
224 5385     5.229700e+02 -5.903101e+01
224 15352     -4.548462e+00 -4.532300e+01
224 532     -6.043781e+01 -3.392743e+01
224 979     4.966697e+02 -1.868085e+01
224 16982     -4.849514e+02 -1.669775e+01
224 9632     -5.028343e+02 -5.760498e+00
224 16983     -3.837291e+02 1.532477e+01
224 13118     4.058480e+02 3.385458e+01
224 16984     2.073467e+02 1.998132e+01
224 1029     -1.108856e+01 4.300739e+01
224 11841     4.947754e+02 3.390814e+01
224 12327     3.866008e+02 3.519666e+01
224 1064     7.386984e+02 3.195612e+01
224 16985     6.301884e+02 2.732292e+02
224 13388     -2.915070e+01 2.225022e+02
224 10030     5.336351e+02 2.249748e+02
224 13505     -7.698046e+02 2.300574e+02
224 16986     6.322502e+02 2.501080e+02
224 7855     -3.624846e+02 2.540611e+02
224 3673     5.800536e+02 2.560981e+02
224 11661     7.780809e+02 2.635717e+02
224 850     6.530679e+02 2.635872e+02
224 726     6.175760e+02 2.659936e+02
224 13148     6.638689e+02 2.796254e+02
224 16987     5.998667e+02 2.851014e+02
224 16988     5.359070e+00 -4.554222e+02
224 16989     7.882690e+00 2.861433e+02
224 853     6.501560e+02 2.874606e+02
224 16990     7.039688e+02 2.962953e+02
224 3675     6.779835e+02 3.064920e+02
224 861     4.956718e+02 1.538430e+02
224 14386     5.404263e+02 1.087686e+02
224 1305     4.015197e+02 1.288370e+02
224 16991     6.272893e+02 1.318031e+02
224 16992     -1.245402e+02 1.314716e+02
224 3707     5.797346e+02 2.173879e+02
224 10081     6.059391e+02 1.580452e+02
224 1243     3.813293e+02 1.046494e+02
224 357     -3.506694e+02 1.562212e+02
224 9655     6.679479e+02 1.746476e+02
224 16021     -5.749083e+02 1.015987e+02
224 14389     -7.023434e+02 1.850933e+02
224 11849     -1.886473e+02 2.014407e+02
224 16993     2.845784e+02 1.043095e+02
224 16457     7.214795e+02 2.169831e+02
224 881     6.168767e+02 4.825543e+02
224 6954     -2.009862e+02 4.149974e+02
224 16001     5.505558e+02 4.181770e+02
224 4917     5.857920e+02 4.224644e+02
224 11672     5.956685e+02 4.313621e+02
224 3538     5.754670e+02 4.287198e+02
224 811     6.249885e+02 4.314721e+02
224 872     6.094437e+02 4.329421e+02
224 16927     6.431599e+02 4.475347e+02
224 878     6.237301e+02 4.585689e+02
224 3512     6.619070e+02 4.644663e+02
224 7765     6.381884e+02 4.713033e+02
224 13244     -5.197409e+02 4.817594e+02
224 8658     6.025491e+02 4.879412e+02
224 16994     -3.846516e+02 4.946511e+02
224 882     6.479572e+02 4.977882e+02
224 11162     6.870759e+02 5.058759e+02
224 11667     6.737495e+02 5.039011e+02
224 10033     7.674359e+01 3.776873e+02
224 14686     3.918209e+02 3.535286e+02
224 7024     5.258938e+02 3.669293e+02
224 15998     5.567903e+02 3.702192e+02
224 3541     5.428739e+02 3.704291e+02
224 14823     5.997488e+02 3.915727e+02
224 16995     -4.176840e+02 3.918724e+02
224 16996     5.678436e+01 3.944361e+02
224 14259     5.875073e+02 3.973774e+02
224 16997     1.768475e+01 -5.167218e+02
224 7625     1.478115e+02 -2.645051e+02
224 5428     4.685509e+02 -3.161908e+02
224 10847     -4.754608e+02 -3.092337e+02
224 16998     6.166913e+02 -3.051810e+02
224 825     3.806715e+02 -3.036018e+02
224 2844     7.240596e+02 -3.013828e+02
224 16799     -4.863308e+02 -2.986485e+02
