64 3432 16351
0 0     2.203677e+02 1.492853e+01
50 2225     2.486980e+02 -1.148787e+02
50 138     1.732657e+02 -1.286909e+02
50 723     -5.436724e+02 -1.647283e+02
50 1482     7.352462e+02 -1.719880e+02
50 135     -4.681175e+02 -2.524229e+02
50 335     -1.709971e+02 -2.599137e+02
50 130     9.739197e+01 -2.634986e+02
50 128     -2.012024e+00 -3.075986e+02
50 129     -2.327185e+02 -3.145917e+02
50 122     -1.227097e+02 -3.230491e+02
50 127     -4.985099e+02 -1.371834e+02
50 109     -3.364964e+02 3.686106e+02
50 137     1.892540e+02 -1.952588e+02
50 114     2.441084e+02 2.558067e+02
50 157     1.524473e+02 2.128201e+02
50 142     5.820123e+01 6.804642e+01
50 161     -3.274978e+02 1.020082e+02
50 2228     8.231049e+01 1.152337e+02
50 2368     2.705657e+02 1.202090e+02
50 163     -2.828366e+02 1.347353e+02
50 141     3.056415e+01 1.453474e+02
50 112     2.129141e+02 1.921320e+02
50 164     2.016937e+01 1.906874e+02
50 179     -2.148475e+02 1.926292e+02
50 2663     -3.510236e+01 1.982969e+02
50 136     -4.289257e+02 -2.183222e+02
50 113     -1.269016e+02 2.148143e+02
50 167     -1.782835e+02 2.279643e+02
50 166     -7.236078e+01 2.341034e+02
50 145     -7.912903e+01 3.620236e+02
50 171     -4.141818e+02 3.724628e+02
50 146     8.283850e+01 3.821854e+02
50 148     -2.372224e+02 4.031800e+02
50 172     -1.232377e+02 4.237788e+02
50 140     -3.052234e+02 4.267660e+02
50 101     -5.518505e+02 4.805579e+01
50 158     -3.042051e+02 5.655499e+01
50 736     4.728717e+01 -1.955352e+02
50 132     -4.221315e+02 -2.835460e+02
50 191     -2.887268e+02 -1.943739e+02
50 190     -1.778378e+02 -1.214735e+02
50 188     -1.229675e+02 -1.002728e+02
50 186     -3.199878e+01 -7.684137e+01
50 185     -8.131006e+01 -7.399432e+01
50 2367     -1.632029e+02 -7.527539e+01
50 176     -2.763321e+02 -7.599054e+01
50 98     2.504506e+02 -6.362604e+01
50 3221     -2.357328e+02 -4.169427e+01
50 2669     -1.180322e+01 -3.660864e+01
50 147     -2.796817e+02 -2.217950e+01
50 150     3.308087e+01 -1.491656e+01
50 154     -3.269568e+02 9.224731e+00
50 153     7.419910e+01 2.183252e+01
50 3354     3.300745e+01 2.735086e+01
50 184     -2.121696e+02 -7.951221e+01
50 169     -5.095349e+02 3.016978e+02
50 229     -2.875781e+02 2.988134e+02
50 2976     4.740497e+01 2.730622e+02
50 230     1.087023e+02 2.745935e+02
50 758     -3.618631e+02 2.620886e+02
50 231     -5.700866e+02 2.413275e+02
50 233     3.177119e+02 2.345654e+02
50 232     -5.710020e+02 2.070392e+02
50 165     -2.713359e+02 1.868412e+02
50 1727     2.035273e+02 1.491162e+02
50 2235     3.551686e+02 1.324863e+02
50 168     2.542211e+02 3.243266e+02
50 792     -4.976821e+02 3.355514e+02
50 499     2.421721e+02 3.580835e+02
50 170     1.641876e+02 3.916823e+02
50 2667     1.411027e+02 4.230438e+02
50 173     5.479633e+01 4.424944e+02
50 174     -1.875990e+02 4.625597e+02
50 484     2.418219e+01 4.642435e+02
50 911     -2.258683e+02 4.675030e+02
50 487     -1.534824e+02 4.769945e+02
50 201     3.486204e+02 -1.670812e+02
50 893     3.582515e+02 2.329022e+01
50 786     -4.118463e+02 -9.342340e+01
50 204     -4.545964e+02 -1.486465e+02
50 210     -1.867895e+02 -3.710043e+02
50 194     -5.323181e+01 -3.663536e+02
50 199     -2.582321e+02 -2.796304e+02
50 2875     1.843442e+02 -2.697577e+02
50 2415     -7.191479e+01 -2.658243e+02
50 463     -2.954380e+02 -2.652374e+02
50 200     8.684082e-01 -1.799640e+02
50 203     -3.631832e+02 -1.588207e+02
50 3355     -6.330243e+01 -1.243303e+02
50 743     -5.736071e+02 -1.142628e+02
50 234     -4.440598e+02 1.253191e+02
50 189     3.269789e+02 -8.284314e+01
50 785     1.706735e+02 -7.751215e+01
50 207     -4.433419e+02 -2.388708e+01
50 1949     -5.225532e+02 -1.036414e+01
50 3317     -6.032901e+02 -9.024170e+00
50 783     2.005439e+02 -1.998352e+00
50 476     -2.667690e+02 2.326984e+01
50 237     -4.516671e+02 5.049506e+01
50 238     2.500386e+02 7.556595e+01
50 236     -2.774603e+02 9.262918e+01
50 220     -1.754793e+02 3.738465e+02
50 731     -3.160013e+02 -3.519670e+02
50 775     8.485522e+01 -1.695114e+02
50 320     2.743278e+02 -1.868751e+02
50 313     1.436481e+02 -1.951041e+02
50 314     -5.142486e+02 -2.119031e+02
50 306     6.625458e+01 -2.156349e+02
50 3356     7.551152e+02 -2.212789e+02
50 844     -2.653490e+02 -2.447493e+02
50 263     -2.199743e+02 -2.595660e+02
50 264     -6.009833e+01 -3.274125e+02
50 711     7.433044e+01 -3.362021e+02
50 302     -2.203497e+02 3.577221e+02
50 562     -2.022366e+02 3.851621e+02
50 305     3.558710e+01 4.056663e+02
50 295     -1.831001e+02 4.247415e+02
50 225     -6.621497e+01 4.666414e+02
50 307     3.055359e+00 4.943486e+02
50 308     -2.588272e+02 4.862789e+02
50 327     1.959725e+02 2.587361e+02
50 3047     2.053302e+02 -1.172484e+02
50 318     2.022491e+02 -8.987201e+01
50 788     -3.879568e+02 -1.269165e+02
50 2221     9.044189e+00 3.508229e+02
50 563     -3.872709e+02 3.465269e+02
50 500     -3.780871e+02 3.032435e+02
50 794     6.781195e+01 2.975018e+02
50 297     -3.206895e+02 2.819289e+02
50 328     1.649120e+02 2.657408e+02
50 494     -4.289955e+02 1.655689e+02
50 293     -4.788330e+02 1.346656e+02
50 3106     -6.067049e+02 1.013576e+02
50 496     -4.526732e+02 9.029645e+01
50 323     -1.240034e+02 6.181607e+01
50 2682     -1.395322e+02 -1.007347e+02
50 315     1.451917e+02 -1.633055e+02
50 532     -3.758526e+02 -1.017714e+02
50 3223     -6.456817e+02 -7.927985e+01
50 474     -4.321329e+02 -6.097662e+01
50 2441     2.553153e+02 -4.657843e+01
50 319     1.877565e+02 -4.327539e+01
50 222     2.345156e+02 -9.060669e+00
50 221     -4.919193e+02 9.609863e+00
50 226     -3.567731e+01 3.638483e+02
50 3163     -6.854277e+02 4.177820e+01
50 354     2.667141e+02 5.170508e+01
50 3191     5.026233e+01 1.106144e+02
50 352     9.978528e+01 1.195356e+02
50 2686     -4.753322e+02 2.021913e+02
50 353     4.398466e+02 7.050916e+01
50 340     -4.601271e+02 2.200213e+02
50 325     1.956144e+02 2.324167e+02
50 3075     -5.969939e+02 2.990207e+02
50 3229     3.454922e+02 3.278471e+02
50 2702     -3.390234e+02 3.285597e+02
50 2703     1.042104e+02 3.518521e+02
50 312     -4.194208e+01 4.199384e+02
50 2684     2.642012e+02 8.912842e+00
50 3064     -2.746293e+02 -3.875192e+02
50 2910     -1.827592e+02 -3.425101e+02
50 339     5.100494e+01 -2.915034e+02
50 1987     -1.723587e+02 -2.910275e+02
50 336     -2.260314e+02 -2.776697e+02
50 334     -1.000343e+02 -2.584264e+02
50 773     -3.540276e+02 -2.434081e+02
50 1733     -2.970835e+02 2.018732e+01
50 333     2.180847e+01 -2.344255e+02
50 846     9.706415e+01 -2.193278e+02
50 331     -4.775330e+02 -2.123121e+02
50 2418     7.096978e+02 -1.828752e+02
50 2681     2.950454e+02 -9.541772e+01
50 3146     3.938835e+02 -2.163159e+01
50 2719     9.607611e+01 -3.898621e+00
50 303     -1.255961e+02 3.746209e+02
50 2678     3.276738e+02 5.138367e+00
50 3321     2.514471e+01 -8.997363e+01
50 134     -1.691639e+02 -2.661770e+02
50 1734     2.744999e+02 2.201111e+02
50 1759     3.343091e+02 2.904676e+02
50 2688     -4.664408e+02 2.763196e+02
50 2698     -4.116816e+02 2.709922e+02
50 2697     -3.449852e+02 2.679848e+02
50 2923     9.018616e+00 2.698723e+02
50 3139     -1.853720e+02 2.531088e+02
50 1740     -1.634004e+02 2.529864e+02
50 897     -4.139759e+02 2.451386e+02
50 2747     1.648651e+02 2.896488e+02
50 349     3.719597e+02 2.139408e+02
50 2685     -9.259015e+01 2.112310e+02
50 1726     3.652649e+01 2.051804e+02
50 2690     2.154353e+02 1.945896e+02
50 2689     -6.226014e+02 1.795043e+02
50 2728     -2.226697e+02 1.504061e+02
50 2729     3.347476e+02 1.464632e+02
50 1872     7.019586e+01 1.282924e+02
50 1067     -3.021079e+02 1.206700e+02
50 2692     -5.074474e+02 1.176332e+02
50 1905     -3.988474e+02 3.771644e+02
50 1773     3.093905e+02 2.999606e+01
50 2751     1.639527e+02 -2.447123e+02
50 1783     -3.892812e+02 -2.521407e+02
50 2925     -7.256879e+01 4.469451e+02
50 1745     8.983154e+01 1.373401e+02
50 1861     -7.710968e+01 4.280076e+02
50 1064     -1.461407e+02 4.159158e+02
50 2909     -2.905183e+02 3.933687e+02
50 2741     2.491597e+02 3.792333e+02
50 1772     2.436844e+02 3.197867e+01
50 1865     -7.991467e+01 3.685452e+02
50 3328     4.744110e+01 3.688959e+02
50 2237     -4.220388e+02 3.584912e+02
50 3243     -5.055941e+02 3.540066e+02
50 1779     -3.815240e+02 3.334388e+02
50 3283     2.126717e+02 3.261316e+02
50 3228     -2.444230e+02 3.210412e+02
50 298     -5.199422e+02 3.056362e+02
50 68     -1.273260e+02 2.978609e+02
50 952     9.819678e+01 -1.859348e+02
50 2683     -5.265061e+02 -9.776416e+01
50 1756     -5.884644e+02 -1.199078e+02
50 2263     -5.586853e+02 -1.225038e+02
50 138     1.755422e+02 -1.259008e+02
50 2754     -4.056803e+02 -1.403781e+02
50 1749     2.314049e+02 -1.603810e+02
50 1751     -3.976708e+02 -1.616124e+02
50 415     -2.620837e+02 -1.623865e+02
50 953     -3.496907e+02 -1.663972e+02
50 3144     1.197134e+02 -1.683848e+02
50 3239     -1.416108e+02 8.157486e+01
50 3095     7.056757e+02 -2.041777e+02
50 1748     -3.195834e+02 -2.078193e+02
50 1780     -2.783094e+02 -2.064000e+02
50 330     -2.836906e+02 -2.269917e+02
50 2759     -2.582173e+02 -2.319355e+02
50 2763     2.732347e+02 -2.811542e+02
50 2835     -2.835259e+02 -2.928940e+02
50 2240     6.055334e+01 -3.097120e+02
50 1747     -1.778040e+02 -3.218361e+02
50 3357     -4.225256e+01 -3.581605e+02
50 2761     -1.081804e+02 3.822296e+01
50 2257     -4.073915e+02 5.227231e+01
50 3133     -6.523253e+02 6.144510e+01
50 3234     4.247113e+02 5.562656e+01
50 1828     3.124982e+01 4.086990e+01
50 3358     -2.914654e+02 3.881674e+01
50 2911     -3.160876e+02 3.655911e+01
50 1770     -1.394218e+02 3.784131e+01
50 1771     -3.526264e+02 3.280640e+00
50 2716     2.273706e+02 -7.992529e+01
50 2853     -3.702561e+02 -7.327832e+01
50 1752     -4.682392e+02 -7.367987e+01
50 2256     -2.177293e+02 -4.336945e+01
50 2776     -1.788837e+02 -9.080182e+01
50 3288     -1.620271e+02 -3.937793e+01
50 3326     -1.454681e+02 1.667140e+02
50 2731     2.895607e+02 1.240806e+02
50 1739     -3.395633e+02 1.233944e+02
50 1767     2.039479e+02 1.308222e+02
50 2272     -2.150545e+02 1.369574e+02
50 3359     -2.788452e+01 1.652601e+02
50 2724     -5.361487e+02 1.899939e+02
50 812     -6.391451e+02 1.660545e+02
50 2726     -4.484753e+02 1.722732e+02
50 2783     -4.769459e+02 1.766277e+02
50 2276     3.281653e+01 1.837157e+02
50 1885     -5.098846e+02 1.910323e+02
50 2935     4.147852e+02 7.990369e+01
50 2942     5.707300e+01 3.456339e+01
50 2735     -1.573312e+02 3.830005e+01
50 2766     -9.025055e+01 4.105377e+01
50 3360     4.882147e+01 4.741367e+01
50 2847     -6.601286e+02 4.631348e+01
50 2259     -9.159143e+01 6.231577e+01
50 1769     2.204561e+02 1.130513e+02
50 1834     -1.246293e+02 8.327020e+01
50 2733     3.199463e-01 8.800589e+01
50 1768     -4.330232e+02 9.284003e+01
50 1766     -4.897621e+02 9.361371e+01
50 3231     8.321826e+01 9.968668e+01
50 2732     -5.531512e+02 9.936780e+01
50 1810     2.485559e+02 1.127344e+02
50 2810     -4.891472e+02 3.069759e+02
50 2739     -3.953670e+02 4.321686e+02
50 561     -3.196440e+02 4.176119e+02
50 1860     -1.853359e+02 4.138908e+02
50 3287     -1.006081e+02 -4.057822e+02
50 1862     -1.613574e+02 3.739814e+02
50 1851     1.363845e+02 3.631625e+02
50 2267     -1.557007e+00 3.543823e+02
50 2736     -2.996421e+02 3.462436e+02
50 1849     -3.980493e+02 3.444512e+02
50 2819     -3.720738e+02 3.425073e+02
50 1921     2.286377e+00 3.408717e+02
50 958     -1.592201e+02 3.273326e+02
50 2922     3.893334e+02 1.984749e+02
50 2271     1.810635e+02 3.074006e+02
50 2268     -3.824520e+02 2.975197e+02
50 1855     -3.560281e+02 2.963800e+02
50 2269     -3.332147e+02 2.942687e+02
50 1878     2.059130e+02 2.939973e+02
50 3246     -5.058701e+02 2.871577e+02
50 811     -5.851713e+02 2.787409e+02
50 2791     1.462439e+02 2.767659e+02
50 2695     -8.505133e+01 2.578865e+02
50 1761     1.756113e+02 2.451073e+02
50 2243     1.224454e+02 2.425688e+02
50 1877     -1.599105e+02 2.354254e+02
50 2750     -3.782642e+02 2.328680e+02
50 1883     -1.979564e+02 2.268921e+02
50 1785     1.964265e+02 -1.757239e+02
50 3286     -3.631384e+02 -1.841515e+02
50 938     -5.921322e+02 -1.893237e+02
50 2828     1.233834e+02 -1.914938e+02
50 1822     -3.392351e+02 -1.904580e+02
50 2253     -4.371968e+02 -1.938934e+02
50 2280     1.011089e+02 -2.020838e+02
50 1798     -3.483420e+02 -2.033345e+02
50 2282     5.508673e+01 -2.193010e+02
50 2820     1.644957e+02 -2.329117e+02
50 1784     1.389739e+02 -2.366436e+02
50 2821     -2.560720e+02 -2.524041e+02
50 2822     -5.800226e+01 -2.608973e+02
50 385     2.673744e+02 -2.616047e+02
50 2250     -2.937399e+02 -2.901745e+02
50 2836     -3.066740e+02 -3.012980e+02
50 2896     -4.963304e+02 -3.083592e+02
50 2931     -6.910278e+01 -3.149461e+02
50 2252     -7.326886e+01 -3.246062e+02
50 839     1.568558e+02 -3.428128e+02
50 2933     -3.948044e+02 -3.608419e+02
50 3235     -6.799347e+01 -3.604146e+02
50 2138     2.232623e+01 -3.970327e+02
50 2833     -2.620706e+02 -4.059305e+02
50 1778     -1.691025e+02 3.600855e+02
50 3238     1.156455e+02 1.914786e+02
50 2722     2.696233e+02 1.381163e+02
50 2767     -4.393912e+02 2.477948e+01
50 3332     -4.989786e+02 2.241687e+01
50 3325     1.257104e+01 2.141296e+01
50 355     1.103486e+02 1.504059e+01
50 1829     -4.765115e+02 1.386115e+01
50 348     2.703517e+02 7.309692e+00
50 2842     -5.715939e+02 2.192993e-01
50 1916     -4.990746e+02 -8.385620e-01
50 2720     -6.201029e+02 -1.081500e+01
50 1842     1.685489e+02 -3.862140e+01
50 205     3.962498e+02 -4.093329e+01
50 1823     2.255514e+02 3.057858e+01
50 1839     4.073773e+01 -5.187622e+01
50 2941     -4.351023e+02 -5.195441e+01
50 2771     -4.756409e+00 -5.606586e+01
50 1837     1.241208e+02 -5.792029e+01
50 1818     2.349120e+02 -5.670361e+01
50 2772     -6.919244e+01 -6.174463e+01
50 206     -6.446064e+02 -7.469806e+01
50 2855     2.967637e+02 -7.409717e+01
50 951     1.288262e+02 -1.023580e+02
50 3227     1.377755e+02 -1.143026e+02
50 913     -3.915616e+02 -1.200119e+02
50 2929     -4.572711e+02 -1.385948e+02
50 3330     -4.317392e+02 -1.421204e+02
50 1803     -2.705210e+02 -1.470424e+02
50 1951     1.897324e+02 2.908246e+01
50 2880     -4.071408e+02 2.314438e+02
50 2273     1.530071e+02 2.643826e+02
50 2262     -4.293942e+02 -1.526080e+02
50 1843     -2.437153e+02 -6.658636e+01
50 1794     -5.926164e+02 -1.801349e+01
50 2848     -4.549406e+02 3.463925e+01
50 3241     -5.958630e+02 1.228791e+02
50 1963     2.307402e+02 1.244845e+02
50 2261     3.343107e+02 1.275273e+02
50 2802     3.148864e+02 1.315055e+02
50 3327     -4.666488e+02 1.630237e+02
50 1955     -4.245931e+02 1.707709e+02
50 2786     -5.631671e+02 1.854581e+02
50 1736     1.027994e+02 3.324649e+01
50 1971     1.972700e+02 1.871193e+02
50 2806     -6.200671e+01 1.989265e+02
50 2782     -5.331771e+02 2.026313e+02
50 1915     2.927284e+02 3.086606e+01
50 1062     -4.954878e+02 2.094262e+02
50 1887     2.236450e+01 2.124004e+02
50 3318     -4.312348e+02 2.195751e+02
50 2248     -4.960992e+01 2.455375e+02
50 2258     -1.247452e+02 3.661710e+01
50 3361     3.552517e+02 4.477563e+01
50 2865     -5.156267e+02 6.634470e+01
50 1820     -5.297467e+02 7.188754e+01
50 2297     -1.927185e+00 7.627670e+01
50 2260     -1.032711e+02 7.670883e+01
50 2797     -2.921486e+02 7.715277e+01
50 1775     -5.915888e+02 8.305960e+01
50 1961     -3.481109e+02 9.088776e+01
50 2800     -5.301970e+02 1.216108e+02
50 1873     -4.723471e+02 9.329413e+01
50 1889     -4.501945e+02 9.730341e+01
50 1965     -5.690586e+02 9.722580e+01
50 2286     -2.777877e+02 9.825522e+01
50 2554     -5.857081e+02 1.006488e+02
50 2885     2.127545e+02 3.537817e+01
50 2306     -5.393481e+02 1.049905e+02
50 2303     2.822800e+02 1.131913e+02
50 2815     2.443998e+02 3.981564e+02
50 1917     2.027087e+01 3.581904e+02
50 1894     -1.804565e+02 3.603824e+02
50 2916     -5.198607e+02 3.664591e+02
50 3066     1.727391e+02 3.755442e+02
50 2291     3.068353e+01 3.747438e+02
50 2671     -4.995900e+02 3.750482e+02
50 1891     -1.186182e+01 3.787348e+02
50 2918     1.433782e+02 3.960835e+02
50 1892     -6.707300e+01 3.964400e+02
50 1902     -3.073462e+02 3.966997e+02
50 560     -3.877618e+02 4.469181e+02
50 1900     1.324817e+02 4.629562e+02
50 1898     -2.615116e+02 4.930286e+02
50 1899     3.864624e+00 5.005065e+02
50 1897     -1.133693e+02 5.158942e+02
50 1923     -1.244427e+02 3.131815e+02
50 2277     -2.553157e+02 1.418842e+01
50 1959     1.183765e+02 2.583112e+02
50 1881     1.763477e+02 2.592463e+02
50 1911     -4.542763e+02 2.640301e+02
50 1920     1.621631e+02 2.759792e+02
50 1910     -2.691912e+02 2.747987e+02
50 1912     1.652081e+01 2.846110e+02
50 1924     -3.433166e+02 2.894714e+02
50 1909     1.134307e+02 3.019951e+02
50 2289     7.978607e+01 3.081553e+02
50 2274     -3.909222e+02 2.382374e+02
50 2287     -5.594971e+00 3.169213e+02
50 2288     2.505765e+02 3.354291e+02
50 3042     -6.662292e+00 3.336685e+02
50 1922     2.387213e+02 3.412159e+02
50 3281     7.999139e+01 3.449211e+02
50 1065     -3.510952e+02 3.474354e+02
50 1895     -1.755141e+02 3.488269e+02
50 1919     1.227994e+02 3.532781e+02
50 1896     -8.265167e+01 3.535547e+02
50 1992     2.716016e+01 -2.661651e+02
50 896     -4.308171e+02 -2.613439e+02
50 2307     1.506627e+02 -2.493890e+02
50 1973     -3.731351e+02 -2.501224e+02
50 1914     -1.700832e+02 -2.476241e+02
50 1819     1.144725e+02 -2.390534e+02
50 1880     6.293817e+01 -2.401170e+02
50 2787     4.626624e+01 1.940162e+02
50 1977     -3.803489e+02 -2.397860e+02
50 1991     7.180341e+01 -2.642192e+02
50 3329     -1.704687e+02 -2.327681e+02
50 2313     -4.839753e+02 -2.157286e+02
50 1979     1.625980e+02 -2.069857e+02
50 2919     3.480513e+02 1.529356e+02
50 1801     -4.675851e+02 -1.932211e+02
50 3362     2.554220e+02 -1.905892e+02
50 2314     -3.268218e+02 -1.861335e+02
50 1802     -5.121927e+02 -1.856930e+02
50 3233     7.832378e+02 -3.773148e+02
50 3282     -1.146783e+02 -4.191042e+02
50 820     -1.271995e+02 5.097254e+02
50 1982     -3.318991e+02 -3.338772e+02
50 1858     -3.954857e+02 3.904888e+02
50 1985     -3.267906e+02 -3.229265e+02
50 534     -4.134583e+02 -1.795172e+02
50 1983     8.749500e+01 -3.078114e+02
50 2831     -1.481227e+02 -3.096490e+02
50 2837     -2.058058e+02 -3.055065e+02
50 3277     -2.933312e+02 -3.029756e+02
50 2838     -3.499469e+01 -3.006658e+02
50 752     3.323098e+02 3.080318e+02
50 1787     1.410309e+01 -2.872952e+02
50 1817     -3.159408e+02 -2.762771e+02
50 1816     -6.365210e+01 -2.740646e+02
50 1815     4.833978e+01 -2.728850e+02
50 3334     -1.470484e+02 -4.372296e+01
50 1809     -4.931628e+01 -9.483002e+01
50 1838     -5.795340e+02 -9.240051e+01
50 912     1.577297e+02 -8.944629e+01
50 2856     -9.989880e+01 -8.537152e+01
50 1945     -5.198522e+02 -6.594519e+01
50 1944     -4.521361e+02 -6.389056e+01
50 2864     -3.696398e+02 -5.976892e+01
50 2924     -1.786810e+02 -5.700275e+01
50 1789     -2.808915e+02 -4.881567e+01
50 1942     1.236668e+02 -4.409503e+01
50 2004     8.041541e+01 -1.720886e+02
50 2863     2.173362e+02 -4.063403e+01
50 1835     2.005176e+02 -3.741046e+01
50 1946     2.389965e+02 9.496460e-01
50 1846     5.850647e+01 2.447205e+00
50 1926     -4.534619e+02 5.048401e+00
50 1948     3.683252e+01 9.438110e+00
50 2266     -2.690671e+02 1.084119e+01
50 2293     5.070447e+01 1.290387e+01
50 2841     -1.199923e+02 1.376843e+01
50 1993     -4.973370e+02 -1.658260e+02
50 2938     -3.022574e+02 8.664383e+01
50 2825     1.714016e+02 -1.612569e+02
50 1417     2.165833e+02 -1.531185e+02
50 2860     -4.724643e+02 -1.501892e+02
50 2852     -1.563104e+02 -9.744177e+01
50 2315     2.090667e+02 -1.381019e+02
50 789     -3.289788e+02 -1.752282e+02
50 2278     -5.348816e+01 -1.307183e+02
50 2312     -3.738188e+02 -1.286297e+02
50 3363     -4.387598e+01 -1.231493e+02
50 1995     1.594765e+02 -1.193915e+02
50 2000     -9.420367e+01 -1.064538e+02
50 1764     1.838637e+02 1.804818e+02
51 678     3.134160e+02 1.539738e+02
51 570     -3.679846e+02 -1.306910e+02
51 1092     1.988044e+02 2.617402e+02
51 397     -3.022140e+02 2.100858e+02
51 63     1.001523e+02 -1.924784e+02
51 415     -1.552155e+02 -1.886010e+02
51 413     2.365688e+02 2.172748e+01
51 70     -2.418987e+02 -1.036315e+02
51 28     -1.195093e+01 2.120245e+02
51 3364     5.937194e+02 3.084318e+02
51 580     2.920714e+02 -3.787717e+02
51 1799     -2.975269e+01 -2.162012e+02
51 67     5.784204e+01 1.701898e+01
51 1890     1.011030e+02 1.897513e+02
51 27     -1.277479e+02 1.924503e+02
51 3365     5.784784e+02 5.083336e+02
51 88     5.468420e+01 2.247628e+02
51 87     -2.037731e+02 1.645657e+02
51 86     1.693504e+02 1.639784e+02
51 85     -2.744321e+02 6.696423e+01
51 2106     -1.270264e+01 7.086353e+01
51 84     -2.791462e+02 -4.743835e+01
51 75     -2.186230e+01 -6.571478e+01
51 82     -2.177880e+02 -1.564160e+02
51 76     1.690054e+02 -1.567165e+02
51 77     -9.826483e+01 -2.238766e+02
51 78     4.648859e+01 -2.268229e+02
51 3366     1.098366e+02 -2.874153e+02
51 2233     -7.785413e+01 -3.003318e+02
51 92     1.716486e+01 -3.201379e+02
51 2661     2.367733e+02 -5.453644e+01
51 435     -3.256708e+02 -1.860549e+02
51 723     -4.207986e+02 -1.873113e+02
51 2872     2.466816e+02 -1.790779e+02
51 724     -4.867231e+02 -1.543759e+02
51 720     4.094213e+02 -9.572607e+01
51 107     -4.583560e+02 -8.887903e+01
51 2874     4.648254e+02 -5.563770e+01
51 103     4.276543e+02 2.703369e+00
51 123     -4.696952e+02 1.373175e+01
51 110     4.128296e+02 1.057767e+02
51 197     2.414728e+01 -1.560034e+02
51 890     4.409980e+02 1.633189e+02
51 706     3.647722e+02 -1.920035e+02
51 705     -4.710949e+02 1.745123e+02
51 89     -8.784412e+01 2.241845e+02
51 659     -1.377750e+02 2.668821e+02
51 701     -4.030897e+02 2.701607e+02
51 1865     3.196576e+01 2.881147e+02
51 699     2.876929e+02 3.374995e+02
51 3271     -1.717892e+02 3.417079e+02
51 3315     1.414242e+02 -3.484943e+02
51 709     3.199034e+02 -2.252022e+02
51 2223     -2.496191e+02 -2.392177e+02
51 1517     2.016593e+02 -2.563763e+02
51 135     -3.499371e+02 -2.670723e+02
51 1507     3.702561e+02 -2.645283e+02
51 133     -1.743719e+02 -2.915212e+02
51 712     -9.307318e+01 -3.745528e+02
51 109     -2.068528e+02 2.972952e+02
51 114     3.264315e+02 1.708781e+02
51 171     -2.760111e+02 3.041022e+02
51 167     -6.386609e+01 1.610687e+02
51 143     8.826190e+01 3.300254e+02
51 148     -1.128145e+02 3.271736e+02
51 172     -7.046265e+00 3.435411e+02
51 166     3.270697e+01 1.618056e+02
51 146     1.848363e+02 2.949125e+02
51 170     2.541569e+02 2.970464e+02
51 120     -2.893769e+02 2.446305e+02
51 119     2.638640e+02 2.415283e+02
51 725     3.340297e+02 2.315857e+02
51 3367     5.857271e+02 1.971348e+02
51 451     2.817749e+02 1.905900e+02
51 115     -3.546341e+02 1.805041e+02
51 2274     -2.645617e+02 1.771366e+02
51 161     -2.059875e+02 5.413837e+01
51 105     -4.068882e+02 -7.753796e+01
51 147     -1.692021e+02 -6.348999e+01
51 450     4.135232e+02 -4.356598e+01
51 153     1.675823e+02 -3.753497e+01
51 152     -4.596277e+02 -3.688031e+01
51 154     -2.094567e+02 -3.172003e+01
51 2886     1.173416e+02 -2.665881e+01
51 102     3.762977e+02 4.135620e+00
51 101     -4.161311e+02 1.043665e+01
51 2368     3.437799e+02 4.279303e+01
51 159     1.654487e+02 4.885059e+01
51 732     4.164554e+02 5.428351e+01
51 194     2.743097e+01 -3.835944e+02
51 162     -4.509985e+02 6.090619e+01
51 141     1.273279e+02 7.843054e+01
51 99     3.652192e+02 9.200061e+01
51 97     -3.970920e+02 9.995367e+01
51 164     1.159585e+02 1.207058e+02
51 2663     6.634222e+01 1.307789e+02
51 2665     -1.509231e+02 1.250432e+02
51 179     -1.016801e+02 1.312929e+02
51 3368     6.281571e+02 1.515924e+02
51 759     3.864628e+02 1.478589e+02
51 113     -1.665668e+01 1.491300e+02
51 2225     3.194370e+02 -1.684850e+02
51 193     -2.085739e+02 -3.512177e+02
51 122     -3.314166e+01 -3.450292e+02
51 128     7.610181e+01 -3.340728e+02
51 129     -1.361801e+02 -3.316403e+02
51 198     2.469858e+02 -3.031235e+02
51 130     1.723630e+02 -2.985325e+02
51 131     -2.351905e+02 -2.954532e+02
51 464     -3.038188e+02 -2.934603e+02
51 137     2.587745e+02 -2.416965e+02
51 106     3.593070e+02 -8.320062e+01
51 136     -3.136292e+02 -2.374190e+02
51 2664     -3.819367e+02 -2.212636e+02
51 190     -7.687854e+01 -1.557731e+02
51 127     -3.712899e+02 -1.612281e+02
51 188     -2.460968e+01 -1.417820e+02
51 735     3.866847e+02 -1.399843e+02
51 721     -4.325085e+02 -1.338601e+02
51 98     3.202224e+02 -1.201735e+02
51 184     -1.092071e+02 -1.200148e+02
51 178     1.131008e+02 -1.125403e+02
51 2367     -6.188733e+01 -1.155861e+02
51 176     -1.637725e+02 -1.103088e+02
51 2669     7.880255e+01 -8.514465e+01
51 3369     -1.678912e+02 -4.599265e+02
51 733     -1.206566e+02 -7.696979e+01
51 2985     -5.560498e+01 -3.995053e+02
51 163     -1.633018e+02 8.064642e+01
51 2284     4.886139e+01 3.719413e+02
51 1493     3.133558e+02 -2.691674e+02
51 1059     1.416292e+02 2.852723e+02
51 3218     -2.735576e+02 1.391099e+02
51 792     -3.538931e+02 2.753835e+02
51 499     3.288333e+02 2.684341e+02
